1 1 255 3
q1_l1
1 118153 
1 109094 
1 114112 
1 112143 
1 149120 
1 111110 
1 144120 
1 091134 
1 124119 
1 115107 
1 136088 
1 154132 
1 145134 
1 125136 
1 123153 
1 165149 
1 154197 
1 120085 
1 127160 
1 164156 
1 165120 
1 141115 
1 103101 
1 094140 
1 137127 
1 107125 
1 128110 
1 125143 
1 113119 
1 153173 
1 149121 
1 115144 
1 130094 
1 127126 
1 118108 
1 082169 
1 096138 
1 111083 
1 094142 
1 139124 
1 112079 
1 124106 
1 146168 
1 174121 
1 106116 
1 111110 
1 125118 
1 175138 
1 145124 
1 128139 
1 145180 
1 092124 
1 094159 
1 166159 
1 121108 
1 097119 
1 141140 
1 107123 
1 141107 
1 106128 
1 127109 
1 124141 
1 090091 
1 117119 
1 121110 
1 100151 
1 140144 
1 123169 
1 144100 
1 114108 
1 126168 
1 106140 
1 121129 
1 127146 
1 133094 
1 133119 
1 116117 
1 141154 
1 095150 
1 133150 
1 160120 
1 132140 
1 111159 
1 121117 
1 163123 
1 143143 
1 099133 
1 129149 
1 135127 
1 166143 
1 122159 
1 111114 
1 129177 
1 141124 
1 118133 
1 158133 
1 100102 
1 122127 
1 159159 
1 141136 
1 122121 
1 112105 
1 161127 
1 143114 
1 129125 
1 118157 
1 127147 
1 154086 
1 130069 
1 121115 
1 077094 
1 156124 
1 103098 
1 146092 
1 156109 
1 112121 
1 132081 
1 155100 
1 140124 
1 116081 
1 157154 
1 192125 
1 102127 
1 148129 
1 143134 
1 115104 
1 141119 
1 104108 
1 174128 
1 163121 
1 127133 
1 116148 
1 115144 
1 116115 
1 124167 
1 139160 
1 145091 
1 126162 
1 162149 
1 109132 
1 196127 
1 136135 
1 117115 
1 113160 
1 135104 
1 142130 
1 160111 
1 131110 
1 138096 
1 122112 
1 149110 
1 157109 
1 126083 
1 153108 
1 127121 
1 146126 
1 095120 
1 126113 
1 132116 
1 119116 
1 151160 
1 093141 
1 125125 
1 125138 
1 145139 
1 119106 
1 112157 
1 125173 
1 156124 
1 119160 
1 124121 
1 104115 
1 116103 
1 109124 
1 143118 
1 129126 
1 082097 
1 138105 
1 095125 
1 118134 
1 115145 
1 123135 
1 116137 
1 150124 
1 113113 
1 162108 
1 111092 
1 112115 
1 126137 
1 119137 
1 128130 
1 152157 
1 167110 
1 105127 
1 107177 
1 139155 
1 120114 
1 117150 
1 127149 
1 115135 
1 121155 
1 132116 
1 133134 
1 132133 
1 150132 
1 111148 
1 125107 
1 140148 
1 142129 
1 121159 
1 097144 
1 090123 
1 079090 
1 120095 
1 141122 
1 125135 
1 133125 
1 132134 
1 116159 
1 119119 
1 121115 
1 132080 
1 133116 
1 125131 
1 143163 
1 148142 
1 120148 
1 131104 
1 115163 
1 155157 
1 150126 
1 165129 
1 125144 
1 177137 
1 117151 
1 095147 
1 129120 
1 115125 
1 155109 
1 117141 
1 134119 
1 170124 
1 119149 
1 132176 
1 100157 
1 107111 
1 123102 
1 131124 
1 128077 
1 127111 
1 139125 
1 146116 
1 149091 
1 089118 
1 112140 
1 152140 
1 119089 
1 142113 
1 135131 
1 136110 
1 106131 
1 098136 
1 107140 
1 180136 
1 119113 
1 144122 
1 076156 
1 108101 
1 131148 
1 150102 
1 105145 
1 127148 
1 118144 
1 160154 
1 116136 
1 111113 
1 104122 
1 133087 
1 101127 
1 127114 
1 142118 
1 114108 
1 090153 
1 081149 
1 141128 
1 096124 
1 148097 
1 142108 
1 117156 
1 125122 
1 162148 
1 141110 
1 134098 
1 122129 
1 120110 
1 079150 
1 159131 
1 157097 
1 147120 
1 104160 
1 121115 
1 112137 
1 116094 
1 169156 
1 135105 
1 162114 
1 128161 
1 120116 
1 111117 
1 150112 
1 120120 
1 145165 
1 111125 
1 178118 
1 133147 
1 142119 
1 165120 
1 168126 
1 117148 
1 137151 
1 134149 
1 184141 
1 120129 
1 103121 
1 097129 
1 145145 
1 124152 
1 121126 
1 132122 
1 139087 
1 169121 
1 118129 
1 141120 
1 107139 
1 086128 
1 100112 
1 130133 
1 118115 
1 121184 
1 142123 
1 122119 
1 133112 
1 134116 
1 133073 
1 159145 
1 124114 
1 137168 
1 156108 
1 123160 
1 132135 
1 129166 
1 141152 
1 143187 
1 119098 
1 094139 
1 115124 
1 159140 
1 166104 
1 106162 
1 097169 
1 116155 
1 122127 
1 135130 
1 089118 
1 151126 
1 111156 
1 092138 
1 166146 
1 127138 
1 108167 
1 100109 
1 104120 
1 130140 
1 156106 
1 132164 
1 108127 
1 152106 
1 134119 
1 110128 
1 104139 
1 126149 
1 122085 
1 121111 
1 127114 
1 097130 
1 114158 
1 165124 
1 155103 
1 142107 
1 158128 
1 113130 
1 172120 
1 126127 
1 129137 
1 146149 
1 149164 
1 102129 
1 117113 
1 141112 
1 141099 
1 115126 
1 156103 
1 141127 
1 118096 
1 140161 
1 122154 
1 142163 
1 149121 
1 137072 
1 131136 
1 118108 
1 131133 
1 078101 
1 132168 
1 107101 
1 167143 
1 143139 
1 147086 
1 077157 
1 124106 
1 123135 
1 162126 
1 092126 
1 116102 
1 101127 
1 135119 
1 137101 
1 155124 
1 099111 
1 135109 
1 157102 
1 127135 
1 118085 
1 113135 
1 129111 
